[sec],Mean,[sec],Mean,[sec],Mean,[sec],Mean
465.334,26.8391,465.334,34.70357,465.334,27.44784,465.335,13.39141
465.494,26.819,465.494,34.80357,465.494,27.47392,465.495,13.38636
465.654,26.8132,465.654,34.61607,465.654,27.40313,465.654,13.34343
465.813,26.6897,465.813,34.63929,465.813,27.32712,465.814,13.53535
465.973,26.7816,465.973,34.61964,465.973,27.3994,465.974,13.50505
466.133,26.7069,466.133,34.55357,466.133,27.35917,466.134,13.43939
466.293,26.954,466.293,34.64821,466.293,27.31744,466.293,13.44697
466.452,27.0259,466.452,34.55,466.452,27.41207,466.453,13.39394
466.612,27.3678,466.612,34.84821,466.612,27.43741,466.613,13.25253
466.772,27.5144,466.772,34.7,466.772,27.34799,466.773,13.06061
466.932,27.6149,466.932,35.09107,466.932,27.41133,466.932,13.2399
467.091,27.6121,467.091,34.85714,467.091,27.26304,467.092,13.30556
467.251,27.6092,467.251,34.93214,467.251,27.38823,467.252,13.20202
467.411,27.6063,467.411,34.4625,467.411,27.34277,467.411,13.38384
467.57,27.4741,467.57,34.72857,467.57,27.40685,467.571,13.25758
467.73,27.2615,467.73,34.70179,467.73,27.37258,467.731,13.23485
467.89,27.342,467.89,34.89107,467.89,27.35842,467.891,13.09596
468.05,27.2098,468.05,34.64643,468.05,27.34724,468.05,13.12121
468.209,26.9943,468.209,34.70893,468.209,27.5149,468.21,13.2096
468.369,27.3075,468.369,34.71429,468.369,27.50745,468.37,13.11616
468.529,26.8678,468.529,34.69107,468.529,27.40015,468.53,13.37626
468.689,26.9598,468.689,34.6625,468.689,27.35768,468.689,13.18939
468.848,26.9626,468.848,34.83393,468.848,27.31297,468.849,13.19697
469.008,26.7902,469.008,34.60714,469.008,27.38525,469.009,13.12626
469.168,26.8276,469.168,34.68929,469.168,27.43294,469.169,13.07576
469.328,26.9569,469.328,34.67143,469.328,27.3763,469.328,13.26768
469.487,27.1236,469.487,34.62857,469.487,27.40536,469.488,13.05303
469.647,27.0172,469.647,34.6875,469.647,27.51565,469.648,13.21212
469.807,26.9167,469.807,34.7375,469.807,27.462,469.808,13.02525
469.967,27.1092,469.967,34.775,469.967,27.44486,469.967,13.12374
470.126,27.1695,470.126,34.81964,470.126,27.44486,470.127,13.13636
470.286,27.023,470.286,34.6,470.286,27.39046,470.287,13.12374
470.446,26.9253,470.446,34.58929,470.446,27.34426,470.447,13.21212
470.606,26.7557,470.606,34.71964,470.606,27.30477,470.606,13.13889
470.765,26.7356,470.765,34.86786,470.765,27.38599,470.766,13.18687
470.925,26.9138,470.925,34.62857,470.925,27.55142,470.926,12.93434
471.085,26.9741,471.085,34.57679,471.085,27.42623,471.086,13.16667
471.245,26.9397,471.245,34.58036,471.245,27.4389,471.245,13
471.404,27.023,471.404,34.54464,471.404,27.3532,471.405,13.18434
471.564,26.7787,471.564,34.30357,471.564,27.43741,471.565,13.12626
471.724,27.0345,471.724,34.75893,471.724,27.45827,471.725,13.06566
471.884,27.0805,471.884,34.60179,471.884,27.35842,471.884,13.18182
472.043,27.1264,472.043,34.46429,472.043,27.46945,472.044,12.96717
472.203,27.0747,472.203,34.58036,472.203,27.49627,472.204,13.04798
472.363,27.0431,472.363,34.81429,472.363,27.45008,472.364,12.99747
472.523,26.9397,472.523,34.45,472.523,27.41803,472.523,13.17172
472.682,27.092,472.682,34.62857,472.682,27.37928,472.683,12.98737
472.842,27.204,472.842,34.47321,472.842,27.49478,472.843,12.98485
473.002,27.3506,473.002,34.73571,473.002,27.41654,473.003,12.92677
473.162,26.9397,473.162,34.50179,473.162,27.52981,473.162,13.07576
473.321,27.0891,473.321,34.56607,473.321,27.35022,473.322,13.01768
473.481,27.1954,473.481,34.49821,473.481,27.5842,473.482,12.89394
473.641,27.0747,473.641,34.49107,473.641,27.37034,473.642,13.09091
473.801,26.8994,473.801,34.55357,473.801,27.45902,473.801,13.17424
473.96,27.0029,473.96,34.60357,473.96,27.27571,473.961,12.86111
474.12,27.0661,474.12,34.46786,474.12,27.30775,474.121,13.01263
474.28,27.1609,474.28,34.86786,474.28,27.44709,474.28,12.83838
474.439,26.8908,474.439,34.72679,474.439,27.4456,474.44,13.10859
474.599,26.8822,474.599,35.26429,474.599,27.36885,474.6,12.87626
474.759,27.1408,474.759,35.48214,474.759,27.35917,474.76,12.79798
474.919,27.1667,474.919,35.29107,474.919,27.41133,474.919,12.7702
475.078,26.9397,475.078,35.50893,475.078,27.538,475.079,12.86364
475.238,26.9339,475.238,35.34464,475.238,27.41133,475.239,13.11616
475.398,26.6149,475.398,35.40536,475.398,27.44709,475.399,12.89394
475.558,26.8305,475.558,35.4,475.558,27.35171,475.558,13.00758
475.717,26.7385,475.717,35.47143,475.717,27.32936,475.718,12.85859
475.877,27.2787,475.877,35.56429,475.877,27.56036,475.878,12.97727
476.037,26.727,476.037,35.46607,476.037,27.50671,476.038,12.92172
476.197,26.9684,476.197,35.39107,476.197,27.54396,476.197,12.91162
476.356,26.6954,476.356,35.37679,476.356,27.44262,476.357,12.7904
476.516,26.9569,476.516,35.54464,476.516,27.47392,476.517,12.85101
476.676,26.8764,476.676,35.15714,476.676,27.42623,476.677,13.05303
476.836,27.0029,476.836,35.57322,476.836,27.31818,476.836,12.92929
476.995,26.8103,476.995,35.24286,476.995,27.6073,476.996,12.71212
477.155,26.8621,477.155,35.36786,477.155,27.39195,477.156,12.74747
477.315,26.9511,477.315,35.16607,477.315,27.4389,477.316,12.84848
477.475,26.9598,477.475,35.15714,477.475,27.33458,477.475,12.89141
477.634,26.6121,477.634,35.42321,477.634,27.54545,477.635,12.89899
477.794,26.5402,477.794,35.41071,477.794,27.55142,477.795,12.81818
477.954,26.7615,477.954,35.30357,477.954,27.49776,477.955,12.73485
478.114,27.0575,478.114,35.06964,478.114,27.51863,478.114,12.62626
478.273,26.7414,478.273,35.20357,478.273,27.52534,478.274,12.81818
478.433,26.8506,478.433,35.12857,478.433,27.48361,478.434,12.7803
478.593,27.0431,478.593,35.42321,478.593,27.40089,478.594,13.00758
478.753,26.8736,478.753,34.98928,478.753,27.41207,478.753,12.86364
478.912,26.7471,478.912,35.26964,478.912,27.538,478.913,12.7601
479.072,26.7586,479.072,34.7875,479.072,27.52981,479.073,12.92677
479.232,26.8161,479.232,35.11607,479.232,27.5775,479.233,12.83333
479.392,26.6782,479.392,35.04643,479.392,27.44858,479.392,12.73485
479.551,26.7615,479.551,35.09643,479.551,27.51788,479.552,12.85606
479.711,26.7902,479.711,35.23214,479.711,27.538,479.712,12.86111
479.871,26.6753,479.871,34.95357,479.871,27.56557,479.872,12.82323
480.031,26.7816,480.031,35.12679,480.031,27.49776,480.031,12.66414
480.19,26.9856,480.19,35.15357,480.19,27.57526,480.191,12.62879
480.35,26.8678,480.35,34.98571,480.35,27.48286,480.351,12.96465
480.51,26.7586,480.51,34.86428,480.51,27.50671,480.511,12.7399
480.669,26.9971,480.669,35.10179,480.669,27.52608,480.67,12.70707
480.829,26.8247,480.829,34.85893,480.829,27.52534,480.83,12.91667
480.989,26.6724,480.989,34.65714,480.989,27.48212,480.99,12.68434
481.149,26.9167,481.149,34.89464,481.149,27.63785,481.15,12.66667
481.308,26.9828,481.308,34.7125,481.308,27.55961,481.309,12.91919
481.468,26.6264,481.468,35.04643,481.468,27.47615,481.469,12.82576
481.628,26.8161,481.628,34.75714,481.628,27.39344,481.629,12.83838
481.788,26.9569,481.788,34.82322,481.788,27.57228,481.788,12.81313
481.947,26.7787,481.947,34.74643,481.947,27.48286,481.948,12.82828
482.107,26.5517,482.107,34.68929,482.107,27.49553,482.108,12.7399
482.267,26.7902,482.267,34.95357,482.267,27.55291,482.268,12.80808
482.427,26.8161,482.427,34.93571,482.427,27.48733,482.427,12.67929
482.586,27.0057,482.586,34.78214,482.586,27.53502,482.587,12.63384
482.746,26.7098,482.746,34.62679,482.746,27.67511,482.747,12.77273
482.906,26.9109,482.906,34.80893,482.906,27.63264,482.907,12.85101
483.066,26.8103,483.066,34.90714,483.066,27.49627,483.066,12.78535
483.225,26.6753,483.225,34.58036,483.225,27.41058,483.226,13.03283
483.385,26.7759,483.385,35.00893,483.385,27.62221,483.386,12.83081
483.545,26.704,483.545,35.05357,483.545,27.52235,483.546,12.87879
483.705,26.6437,483.705,34.58036,483.705,27.36289,483.705,12.84343
483.864,26.8793,483.864,34.7625,483.864,27.43964,483.865,12.76515
484.024,26.819,484.024,34.80893,484.024,27.38003,484.025,12.84596
484.184,26.6638,484.184,34.72143,484.184,27.58271,484.185,12.78283
484.344,26.8563,484.344,34.88572,484.344,27.40611,484.344,12.98485
484.503,26.9626,484.503,34.59821,484.503,27.55216,484.504,12.81313
484.663,26.7241,484.663,34.97857,484.663,27.62072,484.664,12.86111
484.823,26.6983,484.823,34.73214,484.823,27.48286,484.824,12.78788
484.983,27.0977,484.983,34.75,484.983,27.5693,484.983,12.82828
485.142,26.9425,485.142,34.91964,485.142,27.46051,485.143,12.87879
485.302,26.7241,485.302,34.74821,485.302,27.43443,485.303,12.81061
485.462,26.6753,485.462,34.81071,485.462,27.48882,485.463,13.09596
485.622,26.7845,485.622,34.88214,485.622,27.50224,485.622,12.86111
485.781,26.7672,485.781,34.50357,485.781,27.40313,485.782,12.86869
485.941,26.6264,485.941,34.48928,485.941,27.59687,485.942,12.78535
486.101,26.8046,486.101,34.6,486.101,27.47615,486.102,12.9798
486.261,26.8822,486.261,34.65,486.261,27.56334,486.261,12.70202
486.42,26.7586,486.42,34.53214,486.42,27.42027,486.421,12.7702
486.58,26.7356,486.58,34.43036,486.58,27.58569,486.581,12.92172
486.74,26.7098,486.74,34.57857,486.74,27.57005,486.741,12.76515
486.9,26.7701,486.9,34.60893,486.9,27.62668,486.9,12.71717
487.059,27.1149,487.059,34.52857,487.059,27.60134,487.06,12.99242
487.219,26.9799,487.219,34.56429,487.219,27.70417,487.22,12.93687
487.379,26.9655,487.379,34.41071,487.379,27.53428,487.38,13.15909
487.538,26.6437,487.538,34.35893,487.538,27.65425,487.539,13.13636
487.698,26.7328,487.698,34.31786,487.698,27.73323,487.699,13.54798
487.858,26.819,487.858,34.74821,487.858,27.54098,487.859,13.86616
488.018,26.8506,488.018,34.58929,488.018,27.65723,488.018,13.68939
488.177,26.773,488.177,34.31964,488.177,27.51788,488.178,13.71212
488.337,26.8075,488.337,34.38393,488.337,27.56259,488.338,13.62121
488.497,26.9454,488.497,34.69464,488.497,27.61326,488.498,13.71465
488.657,26.8851,488.657,34.8,488.657,27.63338,488.657,13.56818
488.816,26.8132,488.816,34.85536,488.816,27.57601,488.817,13.55556
488.976,26.8649,488.976,34.66964,488.976,27.61177,488.977,13.51263
489.136,26.7816,489.136,34.51429,489.136,27.66841,489.137,13.53283
489.296,26.8879,489.296,34.57857,489.296,27.6848,489.296,13.46465
489.455,26.8276,489.455,34.71429,489.455,27.58271,489.456,13.23737
489.615,26.7328,489.615,34.67321,489.615,27.64978,489.616,13.29798
489.775,26.6897,489.775,34.57322,489.775,27.52534,489.776,13.33838
489.935,26.5259,489.935,34.50893,489.935,27.57899,489.935,13.32576
490.094,26.6494,490.094,34.32679,490.094,27.60507,490.095,13.24495
490.254,26.5115,490.254,34.39107,490.254,27.55812,490.255,13.08333
490.414,26.8391,490.414,34.78036,490.414,27.6304,490.415,13.15152
490.574,26.7328,490.574,34.65714,490.574,27.70566,490.574,13.12626
490.733,26.9454,490.733,34.56429,490.733,27.61922,490.734,13.07576
490.893,26.704,490.893,34.24107,490.893,27.66841,490.894,13
491.053,26.9828,491.053,34.49821,491.053,27.4851,491.054,13.13636
491.213,26.6609,491.213,34.73393,491.213,27.57079,491.213,13.18687
491.372,26.7557,491.372,34.79286,491.372,27.62966,491.373,13.03535
491.532,26.8305,491.532,34.42143,491.532,27.56408,491.533,12.97727
491.692,26.773,491.692,34.625,491.692,27.66766,491.693,13.27778
491.852,26.8333,491.852,34.66607,491.852,27.4687,491.852,13.05808
492.011,26.7213,492.011,34.6375,492.011,27.43815,492.012,12.93939
492.171,27.0029,492.171,34.50714,492.171,27.65499,492.172,13.01515
492.331,26.7701,492.331,34.49643,492.331,27.48361,492.332,13.16414
492.491,27.0546,492.491,34.76786,492.491,27.60134,492.491,12.99242
492.65,26.6609,492.65,34.74643,492.65,27.45678,492.651,13.15909
492.81,26.9885,492.81,34.64643,492.81,27.44635,492.811,12.99747
492.97,27.0374,492.97,34.28929,492.97,27.55589,492.971,13.14394
493.13,26.7155,493.13,34.425,493.13,27.65574,493.13,13.30808
493.289,26.9023,493.289,34.4375,493.289,27.67437,493.29,12.86869
493.449,26.9253,493.449,34.77143,493.449,27.71908,493.45,13
493.609,27.1897,493.609,34.83929,493.609,27.61177,493.61,12.90657
493.768,26.5345,493.768,34.78393,493.768,27.55067,493.769,12.94697
493.928,26.8161,493.928,34.77857,493.928,27.54396,493.929,12.91414
494.088,26.7989,494.088,34.60536,494.088,27.68703,494.089,13.19192
494.248,26.8161,494.248,34.53571,494.248,27.46498,494.249,13.08838
494.407,26.773,494.407,34.44286,494.407,27.36065,494.408,13.03788
494.567,26.7356,494.567,34.54643,494.567,27.51416,494.568,13.25758
494.727,26.6954,494.727,34.58393,494.727,27.50745,494.728,13.02525
494.887,26.7787,494.887,34.51429,494.887,27.63636,494.887,12.87374
495.046,26.8851,495.046,34.43393,495.046,27.52161,495.047,13.0303
495.206,26.7529,495.206,34.63214,495.206,27.55514,495.207,12.89394
495.366,27.0287,495.366,34.64821,495.366,27.54695,495.367,12.81566
495.526,26.819,495.526,34.64821,495.526,27.45529,495.526,13.05303
495.685,26.5057,495.685,34.97321,495.685,27.44411,495.686,12.98232
495.845,26.6149,495.845,34.75536,495.845,27.45008,495.846,12.91667
496.005,26.6897,496.005,34.54643,496.005,27.4307,496.006,13.13636
496.165,26.8391,496.165,34.73393,496.165,27.37928,496.165,12.93434
496.324,26.8994,496.324,34.92143,496.324,27.45902,496.325,12.93434
496.484,26.7414,496.484,34.43929,496.484,27.45529,496.485,12.95455
496.644,26.6609,496.644,34.71964,496.644,27.4918,496.645,12.85354
496.804,26.6178,496.804,34.61607,496.804,27.68033,496.804,13.11869
496.963,26.6379,496.963,34.275,496.963,27.45008,496.964,12.96465
497.123,26.7672,497.123,34.57143,497.123,27.4918,497.124,13.0404
497.283,26.7414,497.283,34.81964,497.283,27.4687,497.284,12.90657
497.443,26.6178,497.443,34.58393,497.443,27.51118,497.443,13.04293
497.602,26.4914,497.602,34.41786,497.602,27.48137,497.603,12.96717
497.762,26.7989,497.762,34.38393,497.762,27.38823,497.763,13.14394
497.922,26.7816,497.922,34.41071,497.922,27.43368,497.923,12.90909
498.082,27.0316,498.082,34.61607,498.082,27.52682,498.082,12.78788
498.241,26.7902,498.241,34.77679,498.241,27.46945,498.242,13.05556
498.401,26.8621,498.401,34.48393,498.401,27.44337,498.402,12.83333
498.561,26.6609,498.561,34.5375,498.561,27.55961,498.562,12.93939
498.721,26.5891,498.721,34.78036,498.721,27.53279,498.721,12.90152
498.88,26.842,498.88,34.42678,498.88,27.49329,498.881,12.81061
499.04,26.6695,499.04,34.44286,499.04,27.58271,499.041,12.87879
499.2,26.8822,499.2,34.36071,499.2,27.46125,499.201,12.7904
499.36,26.7299,499.36,34.70714,499.36,27.41729,499.36,12.79293
499.519,26.8075,499.519,34.52143,499.519,27.59612,499.52,12.95202
499.679,26.9569,499.679,34.24464,499.679,27.58048,499.68,12.86869
499.839,26.8534,499.839,34.3125,499.839,27.47765,499.84,13.05808
499.999,26.8391,499.999,34.59286,499.999,27.59612,499.999,13.13889
500.158,26.5718,500.158,34.70893,500.158,27.50671,500.159,13.03788
500.318,26.5977,500.318,34.74107,500.318,27.3994,500.319,12.9798
500.478,26.7356,500.478,34.70536,500.478,27.57302,500.479,12.82576
500.637,26.9023,500.637,34.3125,500.637,27.67884,500.638,13.15404
500.797,26.6264,500.797,34.53571,500.797,27.60432,500.798,12.85859
500.957,26.7385,500.957,34.40179,500.957,27.69225,500.958,13.0505
501.117,26.9138,501.117,34.75179,501.117,27.56706,501.118,12.93939
501.276,26.908,501.276,34.65179,501.276,27.40238,501.277,12.90909
501.436,26.431,501.436,34.5,501.436,27.3696,501.437,12.85606
501.596,26.6609,501.596,34.35357,501.596,27.52981,501.597,12.9697
501.756,26.6149,501.756,34.46607,501.756,27.33532,501.757,12.96465
501.915,26.6954,501.915,34.43036,501.915,27.30402,501.916,12.91162
502.075,26.5632,502.075,34.77143,502.075,27.57079,502.076,12.89646
502.235,26.9569,502.235,34.75,502.235,27.5,502.236,12.94697
502.395,26.546,502.395,34.85893,502.395,27.52906,502.395,12.84343
502.554,26.4368,502.554,34.78036,502.554,27.59762,502.555,12.9596
502.714,26.5661,502.714,34.56786,502.714,27.49106,502.715,12.99242
502.874,26.9368,502.874,34.70893,502.874,27.43145,502.875,12.90152
503.034,26.9368,503.034,34.45714,503.034,27.39419,503.034,12.88636
503.193,26.6839,503.193,34.47857,503.193,27.59762,503.194,12.88384
503.353,27.0603,503.353,34.51964,503.353,27.45976,503.354,12.78535
503.513,26.9368,503.513,34.45,503.513,27.50447,503.514,12.72222
503.673,26.7126,503.673,34.55,503.673,27.57675,503.673,12.93182
503.832,27.0402,503.832,34.36786,503.832,27.48063,503.833,12.86869
503.992,26.7443,503.992,34.60893,503.992,27.53204,503.993,12.88131
504.152,26.7443,504.152,34.775,504.152,27.53949,504.153,12.7803
504.312,26.546,504.312,34.84643,504.312,27.72355,504.312,12.87626
504.471,26.681,504.471,34.82679,504.471,28.15276,504.472,12.84596
504.631,26.9943,504.631,34.61071,504.631,28.30775,504.632,12.93687
504.791,26.7069,504.791,34.62857,504.791,28.30849,504.792,12.83838
504.951,26.8822,504.951,34.84643,504.951,28.41431,504.951,12.89646
505.11,26.8046,505.11,34.97143,505.11,28.08569,505.111,12.86869
505.27,26.5833,505.27,35.10179,505.27,27.9687,505.271,12.86616
505.43,26.7759,505.43,35,505.43,28.07005,505.431,12.96465
505.59,26.8678,505.59,34.90536,505.59,27.95156,505.59,12.98232
505.749,26.7241,505.749,34.77679,505.749,28.01714,505.75,12.79545
505.909,26.7471,505.909,34.87143,505.909,27.96647,505.91,12.77778
506.069,26.7241,506.069,35.04464,506.069,27.75633,506.07,12.97222
506.229,26.7845,506.229,34.94286,506.229,27.70119,506.229,12.78535
506.388,26.7385,506.388,35.03571,506.388,27.6237,506.389,13.09596
506.548,26.7845,506.548,34.84821,506.548,27.79583,506.549,12.89394
506.708,26.8908,506.708,34.79286,506.708,27.73249,506.709,13.09343
506.867,26.658,506.867,34.41071,506.867,27.75633,506.868,12.92929
507.027,26.6236,507.027,34.79821,507.027,27.693,507.028,12.82828
507.187,26.6408,507.187,35.09464,507.187,27.769,507.188,12.81061
507.347,26.658,507.347,35.11428,507.347,27.65946,507.348,12.92677
507.506,26.7586,507.506,34.92678,507.506,27.65201,507.507,12.93939
507.666,26.9828,507.666,35.08214,507.666,27.61401,507.667,12.92677
507.826,26.7155,507.826,34.99464,507.826,27.79434,507.827,12.62121
507.986,26.8592,507.986,35.09643,507.986,27.75186,507.987,12.81313
508.145,26.7816,508.145,34.99107,508.145,27.74888,508.146,12.94444
508.305,26.9943,508.305,35.31429,508.305,27.59165,508.306,12.74747
508.465,26.7902,508.465,35.06964,508.465,27.60656,508.466,12.82071
508.625,26.7356,508.625,35.08214,508.625,27.7228,508.625,12.88384
508.784,26.7126,508.784,35.025,508.784,27.66244,508.785,12.64899
508.944,26.8764,508.944,34.98928,508.944,27.67288,508.945,12.87626
509.104,26.6609,509.104,35.28036,509.104,27.46349,509.105,12.93687
509.264,26.7644,509.264,35.2,509.264,27.77869,509.264,12.81313
509.423,26.8017,509.423,35.03929,509.423,27.51118,509.424,12.84343
509.583,26.8966,509.583,35.38393,509.583,27.52981,509.584,12.83838
509.743,26.8247,509.743,35.40893,509.743,27.52012,509.744,13
509.903,26.6034,509.903,35.52857,509.903,27.50522,509.903,12.88889
510.062,26.7529,510.062,35.16071,510.062,27.54695,510.063,12.78788
510.222,27.0029,510.222,35.27321,510.222,27.55812,510.223,12.76768
510.382,26.6063,510.382,35.27143,510.382,27.52608,510.383,12.72222
510.542,26.7816,510.542,35.00714,510.542,27.52832,510.542,12.96465
510.701,26.6753,510.701,35.07679,510.701,27.48882,510.702,12.92172
510.861,26.9339,510.861,35,510.861,27.6535,510.862,12.98737
511.021,26.7213,511.021,35.0375,511.021,27.55663,511.022,13.04545
511.181,26.9167,511.181,34.70536,511.181,27.66542,511.181,12.71717
511.34,26.6839,511.34,34.58214,511.34,27.4538,511.341,12.88636
511.5,26.6466,511.5,34.90893,511.5,27.59315,511.501,12.7399
511.66,26.6293,511.66,34.9375,511.66,27.54247,511.661,12.93687
511.82,26.8793,511.82,34.57857,511.82,27.76602,511.82,12.7601
511.979,26.8937,511.979,34.85536,511.979,27.54173,511.98,12.94192
512.139,26.8592,512.139,34.90893,512.139,27.46423,512.14,12.75758
512.299,26.7126,512.299,34.82679,512.299,27.39568,512.3,12.98232
512.459,26.658,512.459,34.85536,512.459,27.53353,512.459,12.77525
512.618,26.8333,512.618,34.71964,512.618,27.44039,512.619,12.82071
512.778,26.8822,512.778,34.60179,512.778,27.58197,512.779,12.74495
512.938,26.8161,512.938,34.62857,512.938,27.60805,512.939,12.90657
513.098,26.6379,513.098,34.78571,513.098,27.62295,513.098,12.83333
513.257,27.0287,513.257,34.4875,513.257,27.58942,513.258,12.86616
513.417,26.8908,513.417,34.60714,513.417,27.4687,513.418,12.96212
513.577,26.8218,513.577,34.83036,513.577,27.78092,513.578,12.83333
513.737,26.7787,513.737,34.50536,513.737,27.74069,513.737,12.73232
513.896,26.5316,513.896,34.50893,513.896,27.62146,513.897,12.93687
514.056,26.9397,514.056,34.57679,514.056,27.51416,514.057,13.06313
514.216,26.8276,514.216,34.79464,514.216,27.45529,514.217,12.81061
514.375,26.8448,514.375,34.75536,514.375,27.51937,514.376,12.9697
514.535,26.6063,514.535,34.7625,514.535,27.54098,514.536,12.90152
514.695,26.8621,514.695,34.56429,514.695,27.55291,514.696,12.7298
514.855,26.658,514.855,34.74286,514.855,27.50075,514.856,12.9596
515.014,26.6466,515.014,34.74464,515.014,27.52906,515.015,12.87879
515.174,26.6724,515.174,34.69286,515.174,27.51341,515.175,12.94444
515.334,26.569,515.334,34.7,515.334,27.66319,515.335,13.03788
515.494,26.5374,515.494,35.0125,515.494,27.55067,515.495,12.90404
515.653,26.5431,515.653,34.84821,515.653,27.62519,515.654,12.87879
515.813,26.7557,515.813,34.61428,515.813,27.53726,515.814,12.91919
515.973,26.727,515.973,34.59286,515.973,27.41654,515.974,12.78788
516.133,26.819,516.133,34.65179,516.133,27.51565,516.133,12.91919
516.292,26.5776,516.292,34.88393,516.292,27.70417,516.293,12.57828
516.452,26.5718,516.452,34.68929,516.452,27.55142,516.453,12.90909
516.612,26.7672,516.612,34.51607,516.612,27.47318,516.613,12.78535
516.772,26.658,516.772,34.66786,516.772,27.57377,516.772,12.89899
516.931,26.9195,516.931,34.81964,516.931,27.37854,516.932,12.92677
517.091,26.704,517.091,34.43036,517.091,27.54098,517.092,13.05556
517.251,26.5374,517.251,34.71607,517.251,27.5693,517.252,12.71212
517.411,26.7701,517.411,34.6375,517.411,27.32861,517.411,12.81566
517.57,26.5057,517.57,34.74286,517.57,27.51788,517.571,12.63636
517.73,26.6983,517.73,34.63572,517.73,27.54024,517.731,12.7601
517.89,26.569,517.89,34.6125,517.89,27.51788,517.891,12.87879
518.05,26.7701,518.05,34.75179,518.05,27.59016,518.05,12.81061
518.209,26.8649,518.209,34.72679,518.209,27.60581,518.21,12.91162
518.369,26.5489,518.369,34.54464,518.369,27.51192,518.37,12.73232
518.529,26.8218,518.529,34.82322,518.529,27.36065,518.53,12.80303
518.689,26.8305,518.689,34.725,518.689,27.58271,518.689,13.03283
518.848,26.8075,518.848,34.775,518.848,27.47839,518.849,12.76768
519.008,26.8966,519.008,34.45179,519.008,27.50596,519.009,12.57323
519.168,26.681,519.168,34.58393,519.168,27.55589,519.169,12.62121
519.328,27.0086,519.328,34.39821,519.328,27.54918,519.328,12.88889
519.487,26.6552,519.487,34.52321,519.487,27.55589,519.488,12.75505
519.647,26.5891,519.647,34.64107,519.647,27.44635,519.648,12.64394
519.807,26.4856,519.807,34.65179,519.807,27.41729,519.808,12.68687
519.966,26.3448,519.966,34.50893,519.966,27.43666,519.967,12.69697
520.126,26.8678,520.126,34.80893,520.126,27.52757,520.127,12.73232
520.286,26.5833,520.286,34.66964,520.286,27.44411,520.287,12.64141
520.446,26.6954,520.446,34.55714,520.446,27.54471,520.447,12.87121
520.605,26.5402,520.605,34.78571,520.605,27.30998,520.606,12.7399
520.765,27.0546,520.765,34.64286,520.765,27.48957,520.766,12.96717
520.925,26.7902,520.925,34.68036,520.925,27.52608,520.926,12.77778
521.085,26.7184,521.085,34.60357,521.085,27.49627,521.086,12.58838
521.244,26.8132,521.244,34.49643,521.244,27.5313,521.245,12.74242
521.404,26.7845,521.404,34.62679,521.404,27.48584,521.405,12.75505
521.564,26.5316,521.564,34.73928,521.564,27.48063,521.565,12.87121
521.724,26.7672,521.724,34.57322,521.724,27.53577,521.725,12.70202
521.883,26.8362,521.883,34.51786,521.883,27.39717,521.884,12.74495
522.043,26.5833,522.043,34.43036,522.043,27.52608,522.044,12.55808
522.203,26.8305,522.203,34.59643,522.203,27.57526,522.204,12.68434
522.363,26.8994,522.363,34.64464,522.363,27.44784,522.364,12.74495
522.522,26.8563,522.522,34.8625,522.522,27.41729,522.523,12.70202
522.682,26.9885,522.682,35.05178,522.682,27.41282,522.683,12.89141
522.842,26.8707,522.842,34.93214,522.842,27.48286,522.843,12.76263
523.002,26.9626,523.002,35.20357,523.002,27.50745,523.003,12.86111
523.161,26.6523,523.161,34.83929,523.161,27.54396,523.162,12.64899
523.321,26.9483,523.321,35.11428,523.321,27.30998,523.322,12.66162
523.481,26.5632,523.481,35.05178,523.481,27.47615,523.482,12.74747
523.641,26.9167,523.641,35.23036,523.641,27.65499,523.641,12.78788
523.8,26.8649,523.8,34.74643,523.8,27.53949,523.801,12.93434
523.96,26.6293,523.96,35.0875,523.96,27.50075,523.961,12.74242
524.12,26.6609,524.12,35.40179,524.12,27.44411,524.121,12.90909
524.28,26.6149,524.28,35.1375,524.28,27.47615,524.28,12.68687
524.439,26.6207,524.439,34.70714,524.439,27.46647,524.44,12.84091
524.599,26.6236,524.599,35.11607,524.599,27.20715,524.6,12.62879
524.759,26.9138,524.759,35.10893,524.759,27.39493,524.76,12.74747
524.919,26.5948,524.919,34.95536,524.919,27.61326,524.919,12.67424
525.078,26.7874,525.078,35.05714,525.078,27.32861,525.079,12.93182
525.238,26.4799,525.238,35.0625,525.238,27.49553,525.239,12.85859
525.398,27,525.398,34.975,525.398,27.47168,525.399,12.88889
525.558,26.6063,525.558,35.16607,525.558,27.5544,525.558,12.7298
525.717,26.454,525.717,35.01429,525.717,27.34054,525.718,12.86616
525.877,26.7241,525.877,35.28571,525.877,27.46274,525.878,12.81566
526.037,26.6351,526.037,35.14821,526.037,27.58048,526.038,12.77525
526.197,26.8736,526.197,34.96786,526.197,27.4225,526.197,12.63636
526.356,26.5776,526.356,35.23036,526.356,27.4918,526.357,12.7298
526.516,26.5948,526.516,34.70536,526.516,27.62146,526.517,12.67929
526.676,26.5259,526.676,35.18571,526.676,27.38599,526.677,13.00253
526.836,26.6379,526.836,35.14107,526.836,27.47914,526.836,12.77273
526.995,26.7414,526.995,34.74464,526.995,27.36065,526.996,12.65152
527.155,26.8218,527.155,35.07857,527.155,27.58569,527.156,12.76515
527.315,26.6236,527.315,34.92321,527.315,27.54918,527.316,12.81566
527.474,26.8477,527.474,34.93393,527.474,27.47243,527.475,12.79293
