[sec],Mean,[sec],Mean,[sec],Mean,[sec],Mean
191.533,26.2759,191.533,33.75893,191.533,26.99851,191.533,12.58586
191.693,26.5575,191.693,33.79821,191.693,26.86364,191.693,12.80556
191.852,26.2328,191.852,33.56071,191.852,27.03428,191.853,12.82828
192.012,26.408,192.012,33.71429,192.012,27.00075,192.013,12.7298
192.172,26.2902,192.172,33.74464,192.172,27.05142,192.172,12.51263
192.332,26.3678,192.332,33.53929,192.332,27.04024,192.332,12.79545
192.491,26.4511,192.491,33.65714,192.491,26.96423,192.492,12.71717
192.651,26.3161,192.651,33.71964,192.651,27.06334,192.651,12.7197
192.811,26.5948,192.811,33.88214,192.811,27.07079,192.811,12.66162
192.971,26.3592,192.971,33.60179,192.971,26.97988,192.971,12.69192
193.13,26.3075,193.13,33.60179,193.13,26.92474,193.131,12.66919
193.29,26.2701,193.29,33.69286,193.29,26.90089,193.29,12.61111
193.45,26.3046,193.45,33.59464,193.45,26.82787,193.45,12.62879
193.61,26.2787,193.61,33.67678,193.61,27.01416,193.61,12.82071
193.769,26.1437,193.769,33.96071,193.769,26.88301,193.77,12.60859
193.929,26.0948,193.929,33.71964,193.929,26.88525,193.929,12.82323
194.089,26.3736,194.089,33.60536,194.089,26.89046,194.089,12.70455
194.249,26.2414,194.249,33.66429,194.249,26.98957,194.249,12.59343
194.408,26.3764,194.408,33.54643,194.408,26.97019,194.409,12.73232
194.568,26.3534,194.568,33.86786,194.568,27.03651,194.568,12.84091
194.728,26.1034,194.728,33.68214,194.728,27.01192,194.728,12.61111
194.888,25.9626,194.888,34.00357,194.888,27.10656,194.888,12.55808
195.047,26.6609,195.047,34.08929,195.047,26.93219,195.048,12.66919
195.207,26.3218,195.207,33.72679,195.207,26.92921,195.207,12.63131
195.367,26.4856,195.367,33.84286,195.367,27.00894,195.367,12.44697
195.527,26.4425,195.527,33.74821,195.527,27.04471,195.527,12.75758
195.686,26.2241,195.686,33.96964,195.686,27.07302,195.687,12.63889
195.846,26.3362,195.846,34.16429,195.846,27.0693,195.846,12.70707
196.006,26.2989,196.006,34.40179,196.006,26.9918,196.006,12.69697
196.166,26.4741,196.166,33.86071,196.166,26.96051,196.166,12.65657
196.325,26.3966,196.325,33.82857,196.325,26.97392,196.326,12.81566
196.485,26.3764,196.485,33.6125,196.485,26.94635,196.485,12.5505
196.645,26.408,196.645,33.75536,196.645,26.94784,196.645,12.61869
196.805,26.3017,196.805,33.7375,196.805,27.10879,196.805,12.7803
196.964,26.3966,196.964,33.86071,196.964,27.02981,196.965,12.4596
197.124,26.2557,197.124,33.925,197.124,26.87034,197.124,12.50253
197.284,26.4195,197.284,33.94464,197.284,27.02235,197.284,12.6995
197.443,26.5632,197.443,33.74286,197.443,26.99776,197.444,12.68687
197.603,26.1897,197.603,33.66964,197.603,26.83234,197.604,12.49495
197.763,26.5632,197.763,33.97857,197.763,27.09315,197.763,12.69192
197.923,26.6322,197.923,33.9375,197.923,27.07675,197.923,12.73232
198.082,26.3621,198.082,33.63572,198.082,27.07526,198.083,12.89646
198.242,26.2586,198.242,33.83393,198.242,27.08122,198.243,12.84343
198.402,26.2816,198.402,33.51786,198.402,26.96423,198.402,12.7702
198.562,26.4655,198.562,33.91071,198.562,27.1997,198.562,12.57828
198.721,26.3592,198.721,33.81429,198.721,26.80924,198.722,12.52525
198.881,26.3908,198.881,34.16607,198.881,27.23547,198.882,12.7702
199.041,26.454,199.041,33.84643,199.041,27.04471,199.041,12.62121
199.201,26.3793,199.201,33.98571,199.201,27.10432,199.201,12.70202
199.36,26.4713,199.36,33.90893,199.36,26.86736,199.361,12.64394
199.52,26.1954,199.52,33.79286,199.52,26.92995,199.52,12.66919
199.68,26.3994,199.68,33.88036,199.68,26.83979,199.68,12.68434
199.84,26.158,199.84,34.13393,199.84,26.96125,199.84,12.85354
199.999,26.477,199.999,33.89821,199.999,27.00149,200,12.54545
200.159,26.342,200.159,34.0875,200.159,26.92921,200.159,12.73737
200.319,26.4741,200.319,33.99821,200.319,26.86438,200.319,12.73737
200.479,26.4598,200.479,34.0375,200.479,27.04918,200.479,12.68434
200.638,26.3132,200.638,33.85179,200.638,27.09538,200.639,12.65404
200.798,26.0374,200.798,34,200.798,26.92027,200.798,12.79293
200.958,26.4167,200.958,33.79643,200.958,27.02086,200.958,12.68687
201.118,26.4425,201.118,33.85536,201.118,26.91282,201.118,12.7298
201.277,26.2069,201.277,33.83036,201.277,26.94486,201.278,12.68182
201.437,26.2385,201.437,33.92143,201.437,26.76975,201.437,12.68939
201.597,26.2557,201.597,33.48928,201.597,27.18778,201.597,12.62626
201.757,26.3017,201.757,33.72143,201.757,26.84352,201.757,12.92929
201.916,26.3448,201.916,33.81429,201.916,27.09464,201.917,12.7399
202.076,26.4626,202.076,33.86607,202.076,26.9158,202.076,12.60354
202.236,26.3305,202.236,33.82857,202.236,26.93368,202.236,12.85354
202.396,26.3333,202.396,33.675,202.396,26.91729,202.396,12.51515
202.555,26.4713,202.555,33.85,202.555,26.88003,202.556,12.59848
202.715,26.6178,202.715,33.6125,202.715,27.00373,202.715,12.74747
202.875,26.4569,202.875,33.93036,202.875,27.05291,202.875,12.57323
203.035,26.4253,203.035,34.01072,203.035,27.12072,203.035,12.70707
203.194,26.5259,203.194,33.7,203.194,26.98435,203.195,12.87626
203.354,26.3908,203.354,33.95179,203.354,26.96423,203.354,12.73232
203.514,26.5086,203.514,33.84643,203.514,27.05142,203.514,12.63636
203.674,26.5287,203.674,33.89286,203.674,26.9687,203.674,12.78283
203.833,26.3764,203.833,33.67143,203.833,27.00298,203.834,12.57071
203.993,26.1839,203.993,33.79464,203.993,27.00075,203.993,12.70455
204.153,26.592,204.153,33.72143,204.153,27.01714,204.153,12.73485
204.312,26.3649,204.312,33.525,204.312,26.89419,204.313,12.68182
204.472,26.3362,204.472,33.62321,204.472,26.72057,204.473,12.88889
204.632,26.2098,204.632,33.76964,204.632,27.07079,204.632,12.75253
204.792,26.4483,204.792,33.77857,204.792,26.9769,204.792,12.81061
204.951,26.408,204.951,33.74464,204.951,26.92846,204.952,12.64394
205.111,26.5259,205.111,33.92857,205.111,26.88003,205.112,12.64141
205.271,26.4511,205.271,33.77857,205.271,27.03577,205.271,12.63889
205.431,26.5891,205.431,33.96607,205.431,27.07601,205.431,12.68434
205.59,26.5201,205.59,34.07322,205.59,27.02981,205.591,12.7096
205.75,26.25,205.75,33.91786,205.75,27.10134,205.751,12.56061
205.91,26.3218,205.91,33.58393,205.91,26.92623,205.91,12.73232
206.07,26.3247,206.07,33.68214,206.07,27.09612,206.07,12.70707
206.229,26.204,206.229,34.03214,206.229,26.96125,206.23,12.60101
206.389,26.319,206.389,33.69286,206.389,26.99404,206.389,12.70455
206.549,26.2299,206.549,33.81607,206.549,27.04322,206.549,12.6995
206.709,26.5316,206.709,33.81786,206.709,26.95455,206.709,12.7803
206.868,26.2845,206.868,33.73393,206.868,26.99627,206.869,12.94444
207.028,26.4511,207.028,33.61071,207.028,26.93666,207.028,12.58081
207.188,26.296,207.188,33.67678,207.188,26.93815,207.188,12.77273
207.348,26.4828,207.348,33.75,207.348,26.99851,207.348,12.76263
207.507,26.2443,207.507,33.85179,207.507,26.88599,207.508,12.80303
207.667,26.273,207.667,33.45893,207.667,27,207.667,12.68182
207.827,26.3736,207.827,33.72857,207.827,27.08718,207.827,12.7702
207.987,26.3879,207.987,33.61964,207.987,26.98063,207.987,12.82071
208.146,26.3218,208.146,33.72143,208.146,26.95008,208.147,12.76515
208.306,26.5517,208.306,33.25714,208.306,27.10358,208.306,12.57576
208.466,26.4195,208.466,33.58214,208.466,27.02534,208.466,12.66919
208.626,26.0431,208.626,33.36071,208.626,27.17586,208.626,12.57071
208.785,26.0374,208.785,33.65714,208.785,26.97839,208.786,12.77778
208.945,26.3908,208.945,33.44464,208.945,27.07601,208.945,12.54293
209.105,26.6063,209.105,33.40536,209.105,27.01341,209.105,12.73232
209.265,26.4885,209.265,33.51786,209.265,27.08197,209.265,12.58081
209.424,26.2126,209.424,33.3125,209.424,27.21237,209.425,12.69697
209.584,26.4856,209.584,33.52143,209.584,27.18927,209.584,12.81313
209.744,26.6983,209.744,33.4,209.744,27.24069,209.744,12.83081
209.904,26.2299,209.904,33.60536,209.904,27.13189,209.904,12.65909
210.063,26.3994,210.063,33.22679,210.063,27.30626,210.064,12.70707
210.223,26.4655,210.223,33.50357,210.223,27.16542,210.223,12.86364
210.383,26.5172,210.383,33.20714,210.383,27.32563,210.383,12.58081
210.543,26.1782,210.543,33.6125,210.543,27.27422,210.543,12.58838
210.702,26.5172,210.702,33.43393,210.702,27.32414,210.703,12.61364
210.862,26.4224,210.862,33.61607,210.862,27.39791,210.862,12.67424
211.022,26.5144,211.022,33.47143,211.022,27.34575,211.022,12.75
211.181,26.273,211.181,33.5375,211.181,27.35097,211.182,12.59596
211.341,26.4971,211.341,33.68393,211.341,27.31222,211.342,12.68182
211.501,26.4109,211.501,33.34286,211.501,27.30849,211.501,12.7197
211.661,26.2385,211.661,33.59286,211.661,27.31371,211.661,12.75505
211.82,26.2644,211.82,33.46071,211.82,27.26826,211.821,12.76263
211.98,26.5948,211.98,33.68214,211.98,27.42995,211.981,12.78535
212.14,26.2874,212.14,33.71607,212.14,27.42027,212.14,12.49495
212.3,26.6408,212.3,33.7125,212.3,27.34352,212.3,12.61111
212.459,26.477,212.459,33.52679,212.459,27.23025,212.46,12.66162
212.619,26.4109,212.619,33.36786,212.619,27.35022,212.62,12.62626
212.779,26.5833,212.779,33.46429,212.779,27.44635,212.779,12.77525
212.939,26.3793,212.939,33.73036,212.939,27.50224,212.939,12.75505
213.098,26.3046,213.098,33.73393,213.098,27.53204,213.099,12.71465
213.258,26.5,213.258,33.56429,213.258,27.53651,213.258,12.70202
213.418,26.4511,213.418,33.49464,213.418,27.42474,213.418,12.64141
213.578,26.4339,213.578,33.64821,213.578,27.50596,213.578,12.56061
213.737,26.3132,213.737,33.21964,213.737,27.52981,213.738,12.8005
213.897,26.4224,213.897,33.70536,213.897,27.59165,213.897,12.7803
214.057,26.5718,214.057,33.83214,214.057,27.538,214.057,12.77778
214.217,26.204,214.217,33.60893,214.217,27.47914,214.217,12.61869
214.376,26.6351,214.376,33.69643,214.376,27.47914,214.377,12.59848
214.536,26.5374,214.536,33.74643,214.536,27.48137,214.536,12.79545
214.696,26.6006,214.696,33.58393,214.696,27.45305,214.696,12.72475
214.856,26.6724,214.856,33.65357,214.856,27.39866,214.856,12.7298
215.015,26.7069,215.015,33.38572,215.015,27.45082,215.016,12.66667
215.175,26.4195,215.175,33.41071,215.175,27.41207,215.175,12.81061
215.335,26.3592,215.335,33.52857,215.335,27.38674,215.335,12.62121
215.495,26.3103,215.495,33.70893,215.495,27.43294,215.495,12.6995
215.654,26.3621,215.654,33.50357,215.654,27.55142,215.655,12.7399
215.814,26.3017,215.814,33.49107,215.814,27.37258,215.814,12.87374
215.974,26.4741,215.974,33.80178,215.974,27.53204,215.974,12.76515
216.134,26.2414,216.134,33.625,216.134,27.57526,216.134,12.70202
216.293,26.454,216.293,33.47679,216.293,27.56781,216.294,12.75
216.453,26.5115,216.453,33.3375,216.453,27.37034,216.453,12.85101
216.613,26.6351,216.613,33.52679,216.613,27.23621,216.613,12.73485
216.773,26.592,216.773,33.68393,216.773,27.45678,216.773,12.76263
216.932,26.1753,216.932,33.6125,216.932,27.46423,216.933,12.71212
217.092,26.6063,217.092,33.52321,217.092,27.45305,217.092,12.74242
217.252,26.4713,217.252,33.6,217.252,27.52832,217.252,12.63889
217.411,26.4368,217.411,33.45,217.411,27.50075,217.412,12.66162
217.571,26.4856,217.571,33.41964,217.571,27.44858,217.572,12.66667
217.731,26.5718,217.731,33.83393,217.731,27.65127,217.731,12.58081
217.891,26.6552,217.891,33.49464,217.891,27.55589,217.891,12.93687
218.05,26.658,218.05,33.80893,218.05,27.55812,218.051,12.75
218.21,26.296,218.21,33.4875,218.21,27.52757,218.211,12.72727
218.37,26.4195,218.37,33.29464,218.37,27.57601,218.37,12.73232
218.53,26.1695,218.53,33.51429,218.53,27.52459,218.53,12.62121
218.689,26.4023,218.689,33.59643,218.689,27.49776,218.69,12.7904
218.849,26.5489,218.849,33.65893,218.849,27.49404,218.85,12.59848
219.009,26.2557,219.009,33.58214,219.009,27.49553,219.009,12.63889
219.169,26.4943,219.169,33.56607,219.169,27.67064,219.169,12.7601
219.328,26.5201,219.328,33.43036,219.328,27.56408,219.329,12.71717
219.488,26.1466,219.488,33.77857,219.488,27.5313,219.489,12.56061
219.648,26.4828,219.648,33.99107,219.648,27.43294,219.648,12.64646
219.808,26.4713,219.808,33.59464,219.808,27.33383,219.808,12.69444
219.967,26.3477,219.967,33.51786,219.967,27.59464,219.968,12.72222
220.127,26.5029,220.127,33.56964,220.127,27.48957,220.127,12.64646
220.287,26.4023,220.287,33.76786,220.287,27.5082,220.287,12.60101
220.447,26.4483,220.447,33.59286,220.447,27.58718,220.447,12.60354
220.606,26.2759,220.606,33.51964,220.606,27.50969,220.607,12.69697
220.766,26.431,220.766,33.49821,220.766,27.62891,220.766,12.60606
220.926,26.5661,220.926,33.52143,220.926,27.44635,220.926,12.75
221.086,26.3592,221.086,33.5875,221.086,27.5082,221.086,12.60859
221.245,26.4282,221.245,33.57857,221.245,27.45678,221.246,12.66414
221.405,26.523,221.405,33.50714,221.405,27.44262,221.405,12.88131
221.565,26.5747,221.565,33.37143,221.565,27.53577,221.565,12.7197
221.725,26.3305,221.725,33.49821,221.725,27.47392,221.725,12.68434
221.884,26.3075,221.884,33.53036,221.884,27.41654,221.885,12.70455
222.044,26.5259,222.044,33.425,222.044,27.41282,222.044,12.76768
222.204,26.6839,222.204,33.60536,222.204,27.51714,222.204,12.7601
222.364,26.3822,222.364,33.57143,222.364,27.5544,222.364,12.60606
222.523,26.569,222.523,33.44286,222.523,27.56557,222.524,12.92172
222.683,26.342,222.683,33.45,222.683,27.45753,222.683,12.69444
222.843,26.5201,222.843,33.35893,222.843,27.24963,222.843,12.54798
223.003,26.4224,223.003,33.37679,223.003,27.46796,223.003,12.72475
223.162,26.1034,223.162,33.6375,223.162,27.4158,223.163,12.79545
223.322,26.5833,223.322,33.22321,223.322,27.47765,223.322,12.77525
223.482,26.3534,223.482,33.58214,223.482,27.37481,223.482,12.7803
223.642,26.0489,223.642,33.49107,223.642,27.41505,223.642,12.7197
223.801,26.4943,223.801,33.45714,223.801,27.27794,223.802,12.76768
223.961,26.3046,223.961,33.50893,223.961,27.43964,223.961,12.68182
224.121,26.5316,224.121,33.40893,224.121,27.30626,224.121,12.73485
224.28,26.1925,224.28,33.53214,224.28,27.82712,224.281,12.77778
224.44,26.2155,224.44,33.38572,224.44,28.01937,224.441,12.81313
224.6,26.4109,224.6,33.14643,224.6,28.72429,224.6,12.78535
224.76,26.3448,224.76,33.28393,224.76,29.05589,224.76,12.65909
224.919,26.2155,224.919,33.42321,224.919,28.81669,224.92,12.80808
225.079,26.4224,225.079,33.40179,225.079,28.8994,225.08,12.7096
225.239,26.3391,225.239,33.31786,225.239,29.05663,225.239,12.87121
225.399,26.2126,225.399,33.39107,225.399,28.74888,225.399,12.7904
225.558,26.3506,225.558,33.36607,225.558,28.68629,225.559,12.72222
225.718,26.1753,225.718,33.48928,225.718,28.56706,225.719,12.95202
225.878,26.4684,225.878,33.51964,225.878,28.1997,225.878,12.67172
226.038,26.2615,226.038,33.48928,226.038,28.3152,226.038,12.72222
226.197,26.3362,226.197,33.44286,226.197,28.13636,226.198,12.58081
226.357,26.3994,226.357,33.55,226.357,28.11028,226.358,12.73485
226.517,26.5747,226.517,33.575,226.517,27.85842,226.517,12.61616
226.677,26.2615,226.677,33.46786,226.677,27.89791,226.677,12.67929
226.836,26.25,226.836,33.32143,226.836,27.98584,226.837,12.88384
226.996,26.3103,226.996,33.58036,226.996,27.90611,226.996,12.84091
227.156,26.4109,227.156,33.4625,227.156,27.74665,227.156,12.58838
227.316,26.0776,227.316,33.28214,227.316,27.89866,227.316,12.57576
227.475,26.2816,227.475,33.58214,227.475,27.81371,227.476,12.64646
227.635,26.3592,227.635,33.37679,227.635,27.80998,227.635,12.67929
227.795,26.181,227.795,33.41607,227.795,27.65946,227.795,12.83838
227.955,26.3592,227.955,33.46607,227.955,27.71461,227.955,12.79545
228.114,26.2069,228.114,33.17321,228.114,27.68182,228.115,12.75505
228.274,26.4397,228.274,33.33214,228.274,27.7772,228.274,12.68939
228.434,26.3937,228.434,33.25893,228.434,27.85246,228.434,12.87121
228.594,26.5718,228.594,33.11428,228.594,27.79434,228.594,12.63131
228.753,26.4339,228.753,33.67857,228.753,27.76677,228.754,12.89646
228.913,26.5489,228.913,33.15,228.913,27.53279,228.913,12.72222
229.073,26.4052,229.073,33.2375,229.073,27.62072,229.073,12.65657
229.233,26.4511,229.233,33.27679,229.233,27.64382,229.233,12.59596
229.392,26.4138,229.392,33.35,229.392,27.57005,229.393,12.68182
229.552,26.3506,229.552,33.41786,229.552,27.42325,229.552,12.83838
229.712,26.5316,229.712,33.275,229.712,27.53428,229.712,12.63889
229.872,26.3994,229.872,33.09821,229.872,27.55738,229.872,12.66919
230.031,26.2184,230.031,33.2625,230.031,27.61177,230.032,12.70455
230.191,26.3793,230.191,33.37321,230.191,27.59762,230.191,12.64646
230.351,26.4023,230.351,33.40714,230.351,27.55812,230.351,12.77273
230.51,26.4253,230.51,33.42321,230.51,27.46498,230.511,12.68939
230.67,26.5575,230.67,33.6,230.67,27.38301,230.671,12.59343
230.83,26.6466,230.83,33.67857,230.83,27.55589,230.83,12.85101
230.99,26.4971,230.99,33.77679,230.99,27.47318,230.99,12.78283
231.149,26.5948,231.149,33.41429,231.149,27.72876,231.15,12.59596
231.309,26.3793,231.309,33.42857,231.309,27.49553,231.31,12.60101
231.469,26.4397,231.469,33.50536,231.469,27.50224,231.469,12.68939
231.629,26.3764,231.629,33.36964,231.629,27.50894,231.629,12.73737
231.788,26.5086,231.788,33.75893,231.788,27.37258,231.789,12.62374
231.948,26.7011,231.948,33.48036,231.948,27.57452,231.949,12.79545
232.108,26.5546,232.108,33.65714,232.108,27.33532,232.108,12.68939
232.268,26.569,232.268,33.44464,232.268,27.55812,232.268,12.73737
232.427,26.4138,232.427,33.3,232.427,27.32042,232.428,12.70455
232.587,26.6753,232.587,33.41071,232.587,27.26751,232.588,12.83333
232.747,26.5201,232.747,33.42857,232.747,27.46423,232.747,12.82828
232.907,26.1063,232.907,33.37679,232.907,27.49627,232.907,12.7399
233.066,26.2184,233.066,33.26607,233.066,27.38599,233.067,12.73737
233.226,26.2529,233.226,33.24821,233.226,27.52235,233.227,12.75253
233.386,26.4138,233.386,33.4125,233.386,27.40984,233.386,12.70455
233.546,26.4023,233.546,33.25357,233.546,27.32042,233.546,12.75253
233.705,26.3621,233.705,33.04107,233.705,27.41729,233.706,12.81313
233.865,26.4253,233.865,33.23036,233.865,27.28539,233.865,12.78535
234.025,26.3132,234.025,33.25179,234.025,27.23919,234.025,12.78788
234.185,26.0891,234.185,33.0875,234.185,27.41356,234.185,12.59343
234.344,26.4425,234.344,33.3125,234.344,27.45976,234.345,12.77273
234.504,26.3822,234.504,33.23571,234.504,27.31744,234.504,12.74747
234.664,26.3247,234.664,33.13393,234.664,27.35395,234.664,12.71717
234.824,26.6466,234.824,33.46964,234.824,27.3383,234.824,12.7601
234.983,26.296,234.983,33.25357,234.983,27.23994,234.984,12.84596
235.143,26.5172,235.143,33.4,235.143,27.42325,235.143,12.67929
235.303,26.4569,235.303,33.44286,235.303,27.24665,235.303,12.77273
235.463,26.3592,235.463,33.39643,235.463,27.29881,235.463,12.63636
235.622,26.2155,235.622,33.00357,235.622,27.32787,235.623,12.7702
235.782,26.6006,235.782,33.24464,235.782,27.24814,235.782,12.65657
235.942,26.5489,235.942,33.14464,235.942,27.42921,235.942,12.68434
236.102,26.0517,236.102,33.51429,236.102,27.30626,236.102,12.87374
236.261,26.569,236.261,33.36607,236.261,27.2459,236.262,12.90657
236.421,26.3305,236.421,33.48036,236.421,27.20045,236.421,12.5404
236.581,26.6121,236.581,33.23036,236.581,27.26304,236.581,12.58838
236.741,26.546,236.741,33.48571,236.741,27.19225,236.741,12.68687
236.9,26.681,236.9,33.5625,236.9,27.29359,236.901,12.81313
237.06,26.6437,237.06,33.48036,237.06,27.17511,237.06,12.71717
237.22,26.408,237.22,33.275,237.22,27.19449,237.22,12.74242
237.379,26.227,237.379,33.12321,237.379,27.25931,237.38,12.71717
237.539,26.3822,237.539,33.25357,237.539,27.21535,237.54,12.66162
237.699,26.3994,237.699,33.3,237.699,27.21535,237.699,12.74747
237.859,26.227,237.859,33.17857,237.859,27.29434,237.859,12.66414
238.018,26.4626,238.018,33.20714,238.018,27.21609,238.019,12.73737
238.178,26.5661,238.178,33.08393,238.178,27.36364,238.179,12.65152
238.338,26.2816,238.338,33.41607,238.338,27.30626,238.338,12.90152
