X,Y,X,Y,X,Y,X,Y
1536.538,9705.695,1536.538,10011.869,1536.538,13629.917,,
1537.483,9683.401,1537.484,9854.852,1537.484,13663.485,,
1538.429,9757.605,1538.429,9950.55,1538.429,13783.84,,
1539.374,9730.199,1539.375,9712.805,1539.375,13678.464,,
1540.32,9632.07,1540.32,9949.633,1540.32,13503.799,,
1541.265,9616.873,1541.266,9915.468,1541.266,13786.883,,
1542.211,9645.79,1542.211,9947.386,1542.211,13552.482,,
1543.156,9812.923,1543.157,9851.507,1543.157,13602.092,,
1544.102,9713.987,1544.103,9788.302,1544.103,13528.257,,
1545.048,9587.505,1545.048,9856.652,1545.048,13731.38,,
1545.993,9718.122,1545.994,9894.739,1545.994,13485.185,,
1546.939,9647.375,1546.939,9790.301,1546.939,13507.968,,
1547.884,9644.918,1547.885,9823.098,1547.885,13589.77,,
1548.83,9583.229,1548.83,9815.847,1548.83,13694.305,,
1549.775,9655.35,1549.776,9865.228,1549.776,13504.107,,
1550.721,9705.337,1550.721,9661.136,1550.721,13476.482,,
1551.667,9668.399,1551.667,9730.215,1551.667,13516.452,,
1552.612,9645.53,1552.613,9890.214,1552.613,13542.436,,
1553.558,9690.162,1553.558,9718.355,1553.558,13525.712,,
1554.503,9704.78,1554.504,9872.663,1554.504,13448.922,,
1555.449,9657.984,1555.449,9895.401,1555.449,13496.146,,
1556.394,9647.081,1556.395,9843.729,1556.395,13492.908,,
1557.34,9565.901,1557.34,9809.359,1557.34,13430.734,,
1558.286,9531.036,1558.286,9794.607,1558.286,13572.773,,
1559.231,9661.397,1559.232,9685.965,1559.232,13627.825,,
1560.177,9699.871,1560.177,9773.277,1560.177,13430.161,,
1561.122,9570.202,1561.123,9374.223,1561.123,13570.63,,
1562.068,9631.158,1562.068,9692.742,1562.068,13390.177,,
1563.013,9624.624,1563.014,9902.776,1563.014,13295.18,,
1563.959,9581.947,1563.959,10088.348,1563.959,13326.811,,
1564.904,9550.33,1564.905,10636.858,1564.905,13478.48,,
1565.85,9681.23,1565.85,10375.637,1565.85,13332.665,,
1566.796,9552.682,1566.796,10499.035,1566.796,13444.907,,
1567.741,9659.062,1567.742,10707.091,1567.742,13413.195,,
1568.687,9673.473,1568.687,10680.247,1568.687,13409.789,,
1569.632,9553.165,1569.633,10562.433,1569.633,13315.95,,
1570.578,9613.565,1570.578,10842.744,1570.578,13340.591,,
1571.523,9628.717,1571.524,10783.752,1571.524,13313.173,,
1572.469,9583.82,1572.469,10655.264,1572.469,13370.842,,
1573.414,9653.652,1573.415,10816.738,1573.415,13351.003,,
1574.36,9610.198,1574.361,10769.479,1574.361,13251.479,,
1575.306,9542.578,1575.306,10830.273,1575.306,13343.733,,
1576.251,9647.98,1576.252,10703.392,1576.252,13291.506,,
1577.197,9576.591,1577.197,10919.036,1577.197,13353.547,,
1578.142,9625.402,1578.143,10647.917,1578.143,13232.03,,
1579.088,9649.028,1579.088,10748.102,1579.088,13356.781,,
1580.033,9621.775,1580.034,10524.893,1580.034,13280.98,,
1580.979,9491.563,1580.979,10799.056,1580.979,13276.487,,
1581.925,9516.404,1581.925,10614.783,1581.925,13218.802,,
1582.87,9567.185,1582.871,10777.043,1582.871,13280.331,,
1583.816,9650.952,1583.816,10639.075,1583.816,13187.953,,
1584.761,9486.932,1584.762,10675.464,1584.762,13254.405,,
1585.707,9578.862,1585.707,10821.636,1585.707,13263.504,,
1586.652,9554.854,1586.653,10626.65,1586.653,13117.951,,
1587.598,9569.885,1587.598,10854.399,1587.598,13219.602,,
1588.543,9491.609,1588.544,10629.48,1588.544,13257.503,,
1589.489,9580.849,1589.49,10675.579,1589.49,13234.506,,
1590.435,9556.397,1590.435,10642.302,1590.435,13217.907,,
1591.38,9611.06,1591.381,10827.812,1591.381,13207.865,,
1592.326,9524.13,1592.326,10724.541,1592.326,13073.012,,
1593.271,9677.724,1593.272,10605.261,1593.272,13198.589,,
1594.217,9571.264,1594.217,10871.439,1594.217,13291.438,,
1595.162,9558.958,1595.163,10896.75,1595.163,13084.711,,
1596.108,9571.491,1596.109,10702.19,1596.109,13053.312,,
1597.053,9513.914,1597.054,10738.557,1597.054,13171.472,,
1597.999,9488.616,1598,10535.896,1598,13175.547,,
1598.945,9636.039,1598.945,10660.5,1598.945,13096.771,,
1599.89,9426.844,1599.891,10777.479,1599.891,13134.21,,
1600.836,9586.228,1600.836,10858.393,1600.836,13041.851,,
1601.781,9588.024,1601.782,10877.191,1601.782,13085.791,,
1602.727,9622.596,1602.727,10652.861,1602.727,13058.298,,
1603.672,9591.047,1603.673,10611.177,1603.673,13124.532,,
1604.618,9453.589,1604.619,10682.417,1604.619,13004.707,,
1605.564,9544.715,1605.564,10642.027,1605.564,13009.078,,
1606.509,9487.88,1606.51,10710.645,1606.51,12900.15,,
1607.455,9494.259,1607.455,10757.673,1607.455,13198.001,,
1608.4,9543.22,1608.401,10527.34,1608.401,13065.224,,
1609.346,9537.823,1609.346,10800.562,1609.346,12961.837,,
1610.291,9586.209,1610.292,10660.893,1610.292,12987.972,,
1611.237,9514.581,1611.237,10711.51,1611.237,12947.337,,
1612.182,9541.371,1612.183,10618.332,1612.183,13191.232,,
1613.128,9466.465,1613.129,10635.589,1613.129,13111.444,,
1614.074,9503.394,1614.074,10585.801,1614.074,12903.429,,
1615.019,9530.445,1615.02,10809.46,1615.02,12953.782,,
1615.965,9460.146,1615.965,10564.544,1615.965,13011.722,,
1616.91,9533.491,1616.911,10680.983,1616.911,13141.107,,
1617.856,9465.051,1617.856,10543.54,1617.856,13047.902,,
1618.801,9564.139,1618.802,10670.523,1618.802,12866.695,,
1619.747,9504.52,1619.748,10703.771,1619.748,13046.959,,
1620.693,9481.165,1620.693,10671.641,1620.693,12850.206,,
1621.638,9459.521,1621.639,10444.038,1621.639,12876.73,,
1622.584,9503.474,1622.584,10654.722,1622.584,12854.151,,
1623.529,9499.597,1623.53,10614.605,1623.53,12835.949,,
1624.475,9486.134,1624.475,10462.855,1624.475,13025.22,,
1625.42,9560.71,1625.421,10528.16,1625.421,12805.038,,
1626.366,9487.436,1626.366,10533.962,1626.366,12845.902,,
1627.312,9510.533,1627.312,10566.874,1627.312,12796.012,,
1628.257,9511.825,1628.258,10680.428,1628.258,12929.644,,
1629.203,9473.692,1629.203,10722.804,1629.203,12885.347,,
1630.148,9494.026,1630.149,10593.616,1630.149,12961.262,,
1631.094,9459.651,1631.094,10705.739,1631.094,12890.207,,
1632.039,9498.983,1632.04,10595.302,1632.04,12828.833,,
1632.985,9516.586,1632.985,10381.866,1632.985,12636.95,,
1633.93,9511.741,1633.931,10611.479,1633.931,12851.94,,
1634.876,9583.589,1634.876,10690.846,1634.876,12864.284,,
1635.822,9491.507,1635.822,10631.943,1635.822,12855.628,,
1636.767,9350.886,1636.768,10410.872,1636.768,12899.161,,
1637.713,9301.955,1637.713,10605.217,1637.713,12792.775,,
1638.658,9551.315,1638.659,10621.89,1638.659,12824.521,,
1639.604,9417.385,1639.604,10528.437,1639.604,12836.125,,
1640.549,9450.364,1640.55,10593.738,1640.55,12720.125,,
1641.495,9471.495,1641.495,10514.093,1641.495,12824.165,,
1642.44,9525.491,1642.441,10515.23,1642.441,12843.669,,
1643.386,9506.964,1643.387,10574.605,1643.387,12823.593,,
1644.332,9531.113,1644.332,10649.405,1644.332,12859.081,,
1645.277,9575.916,1645.278,10476.168,1645.278,12830.817,,
1646.223,9437.322,1646.223,10408.295,1646.223,12826.497,,
1647.168,9430.258,1647.169,10300.699,1647.169,12661.94,,
1648.114,9426.609,1648.114,10617.022,1648.114,12820.364,,
1649.059,9505.322,1649.06,10506.222,1649.06,12668.945,,
1650.005,9491.402,1650.005,10476.792,1650.005,12770.728,,
1650.951,9431.454,1650.951,10546.249,1650.951,12633.455,,
1651.896,9479.302,1651.897,10629.973,1651.897,12698.104,,
1652.842,9418.718,1652.842,10267.902,1652.842,12873.209,,
1653.787,9420.958,1653.788,10343.958,1653.788,12755.705,,
1654.733,9330.478,1654.733,10359.433,1654.733,12667.535,,
1655.678,9358.959,1655.679,10452.552,1655.679,12696.543,,
1656.624,9375.107,1656.624,10338.309,1656.624,12805.46,,
1657.569,9546.15,1657.57,10433.772,1657.57,12731.692,,
1658.515,9370.635,1658.516,10451.568,1658.516,12658.187,,
1659.461,9425.808,1659.461,10424.594,1659.461,12736.854,,
1660.406,9492.627,1660.407,10544.896,1660.407,12605.791,,
1661.352,9420.217,1661.352,10433.532,1661.352,12721.886,,
1662.297,9399.607,1662.298,10514.922,1662.298,12627.125,,
1663.243,9422.641,1663.243,10371.896,1663.243,12648.453,,
1664.188,9406.881,1664.189,10326.268,1664.189,12564.82,,
1665.134,9423.927,1665.135,10443.312,1665.135,12442.358,,
1666.079,9504.266,1666.08,10250.385,1666.08,12381.629,,
1667.025,9455.348,1667.026,10533.891,1667.026,12695.49,,
1667.971,9410.658,1667.971,10370.707,1667.971,12791.591,,
1668.916,9426.653,1668.917,10641.47,1668.917,13170.561,,
1669.862,9470.565,1669.862,10334.16,1669.862,13265.436,,
1670.807,9556.176,1670.808,10367.165,1670.808,13514.351,,
1671.753,9405.097,1671.753,10437.395,1671.753,13716.972,,
1672.698,9496.286,1672.699,10418.628,1672.699,13717.071,,
1673.644,9547.492,1673.645,10381.659,1673.645,13779.731,,
1674.59,9372.541,1674.59,10376.377,1674.59,13788.644,,
1675.535,9498.632,1675.536,10359.729,1675.536,13769.997,,
1676.481,9349.241,1676.481,10372.288,1676.481,13881.08,,
1677.426,9431.956,1677.427,10340.003,1677.427,13727.944,,
1678.372,9479.54,1678.372,10327.49,1678.372,13932.798,,
1679.317,9419.036,1679.318,10468.409,1679.318,13691.322,,
1680.263,9519.656,1680.263,10454.136,1680.263,13774.877,,
1681.208,9435.904,1681.209,10589.652,1681.209,13970.047,,
1682.154,9350.643,1682.155,10361.136,1682.155,14028.509,,
1683.1,9407.438,1683.1,10130.776,1683.1,13780.241,,
1684.045,9455.02,1684.046,10385.765,1684.046,13641.355,,
1684.991,9394.336,1684.991,10340.678,1684.991,13793.517,,
1685.936,9363.636,1685.937,10303.283,1685.937,13591.258,,
1686.882,9428.62,1686.882,10329.234,1686.882,13897.656,,
1687.827,9492.236,1687.828,10338.715,1687.828,13809.295,,
1688.773,9352.795,1688.774,10381.825,1688.774,13692.643,,
1689.719,9388.885,1689.719,10281.285,1689.719,13855.172,,
1690.664,9477.341,1690.665,10426.082,1690.665,13810.367,,
1691.61,9523.263,1691.61,10201.29,1691.61,13887.089,,
1692.555,9379.671,1692.556,10358.056,1692.556,13762.782,,
1693.501,9409.086,1693.501,10296.305,1693.501,13909.426,,
1694.446,9490.587,1694.447,10200.032,1694.447,13821.035,,
1695.392,9360.325,1695.392,10280.357,1695.392,13801.445,,
1696.338,9533.107,1696.338,10302.65,1696.338,13836.185,,
1697.283,9455.338,1697.284,10136.378,1697.284,13862.223,,
1698.229,9434.379,1698.229,10297.434,1698.229,13813.054,,
1699.174,9440.276,1699.175,10260.386,1699.175,13853.214,,
1700.12,9390.007,1700.12,10157.996,1700.12,13917.507,,
1701.065,9481.848,1701.066,10411.789,1701.066,13783.243,,
1702.011,9476.494,1702.011,10151.31,1702.011,13804.777,,
1702.956,9525.506,1702.957,10254.521,1702.957,13749.646,,
1703.902,9397.19,1703.902,10270.705,1703.902,13756.446,,
1704.848,9395.392,1704.848,10278.989,1704.848,13769.069,,
1705.793,9400.806,1705.794,10212.346,1705.794,13722.411,,
1706.739,9466.994,1706.739,10278.143,1706.739,13685.43,,
1707.684,9348.286,1707.685,10276.02,1707.685,13835.942,,
1708.63,9384.587,1708.63,10288.336,1708.63,13846.487,,
1709.575,9415.284,1709.576,10256.161,1709.576,13673.141,,
1710.521,9386.578,1710.521,10189.9,1710.521,13731.904,,
1711.466,9518.218,1711.467,10196.868,1711.467,13694.055,,
1712.412,9397.793,1712.413,10256.352,1712.413,13820.538,,
,,1713.358,10186.698,1713.358,13768.576,,
,,1714.304,10153.213,1714.304,13668.704,,
,,1715.249,10207.808,1715.249,13683.504,,
,,1716.195,10348.658,1716.195,13715.555,,
,,1717.14,10336.5,1717.14,13763.183,,
,,1718.086,10429.508,1718.086,13700.578,,
,,1719.031,10233.565,1719.031,13640.746,,
,,1719.977,10160.585,1719.977,13646.994,,
,,1720.923,10045.314,1720.923,13586.61,,
,,1721.868,10149.258,1721.868,13666.742,,
,,1722.814,10113.964,1722.814,13565.947,,
,,1723.759,10232.336,1723.759,13692.689,,
,,1724.705,10175.497,1724.705,13631.555,,
,,1725.65,10241.589,1725.65,13500.205,,
,,1726.596,10022.806,1726.596,13583.312,,
,,1727.542,10221.102,1727.542,13430.719,,
,,1728.487,10124.751,1728.487,13516.43,,
,,1729.433,10197.126,1729.433,13585.868,,
,,1730.378,10191.41,1730.378,13674.687,,
,,1731.324,10131.398,1731.324,13411.784,,
,,1732.269,10211.988,1732.269,13472.017,,
,,1733.215,9896.077,1733.215,13525.077,,
,,1734.161,10074.251,1734.161,13534.275,,
,,1735.106,10182.915,1735.106,13434.687,,
,,1736.052,10079.092,1736.052,13585.479,,
,,1736.997,10088.761,1736.997,13502.461,,
,,1737.943,10218.749,1737.943,13464.397,,
,,1738.888,10003.933,1738.888,13497.093,,
,,1739.834,10018.241,1739.834,13456.606,,
,,1740.779,10164.542,1740.779,13628.129,,
,,1741.725,10017.513,1741.725,13573.382,,
,,1742.671,10338.516,1742.671,13414.881,,
,,1743.616,10108.729,1743.616,13522.518,,
,,1744.562,10179.129,1744.562,13571.753,,
,,1745.507,10085.862,1745.507,13425.492,,
,,1746.453,10159.117,1746.453,13383.588,,
,,1747.398,10227.01,1747.398,13365.937,,
,,1748.344,10097.865,1748.344,13423.46,,
,,1749.289,10060.628,1749.289,13226.918,,
,,1750.235,10173.656,1750.235,13409.236,,
,,1751.181,10175.119,1751.181,13263.546,,
,,1752.126,10036.876,1752.126,13519.289,,
,,1753.072,10113.102,1753.072,13452.587,,
,,1754.017,10014.574,1754.017,13519.833,,
,,1754.963,10037.57,1754.963,13255.089,,
,,1755.908,10056,1755.908,13267.478,,
,,1756.854,10217.191,1756.854,13224.921,,
,,1757.8,10205.437,1757.8,13144.844,,
,,1758.745,10115.983,1758.745,13341.241,,
,,1759.691,10156.205,1759.691,13138.93,,
,,1760.636,10169.476,1760.636,13225.289,,
,,1761.582,10043.327,1761.582,13391.732,,
,,1762.527,10137.792,1762.527,13248.518,,
,,1763.473,9987.646,1763.473,13261.122,,
,,1764.418,10096.529,1764.418,13299.136,,
,,1765.364,10053.924,1765.364,13241.499,,
,,1766.31,10119.007,1766.31,13285.703,,
,,1767.255,10167.078,1767.255,13224.607,,
,,1768.201,10138.088,1768.201,13480.885,,
,,1769.146,10057.857,1769.146,13255.641,,
,,1770.092,9994.34,1770.092,13213.314,,
,,1771.037,9880.449,1771.037,13293.8,,
,,1771.983,10086.04,1771.983,13247.021,,
,,1772.929,9923.76,1772.929,13258.562,,
,,1773.874,10177.887,1773.874,13143.14,,
,,1774.82,10069.164,1774.82,13218.659,,
,,1775.765,10266.102,1775.765,13263.797,,
,,1776.711,10219.509,1776.711,13237.263,,
,,1777.656,10065.302,1777.656,13206.052,,
,,1778.602,10052,1778.602,13122.27,,
,,1779.547,10041.653,1779.547,13175.771,,
,,1780.493,9778.025,1780.493,13141.099,,
,,1781.439,9930.812,1781.439,13220.86,,
,,1782.384,10127.024,1782.384,13124.745,,
,,1783.33,10113.604,1783.33,13212.608,,
,,1784.275,10363.793,1784.275,13118.093,,
,,1785.221,10512.395,1785.221,13156.542,,
,,1786.166,10607.477,1786.166,13097.095,,
,,1787.112,10496.755,1787.112,13162.663,,
,,1788.057,10636.211,1788.057,13092.881,,
,,1789.003,10723.323,1789.003,13042.688,,
,,1789.949,10609.729,1789.949,13037.384,,
,,1790.894,10603.035,1790.894,13046.572,,
,,1791.84,10463.98,1791.84,13002.78,,
,,1792.785,10828.735,1792.785,13084.693,,
,,1793.731,10645.535,1793.731,12891.082,,
,,1794.677,10632.73,1794.677,12905.921,,
,,1795.622,10806.127,1795.622,12916.908,,
