X,Y,X,Y,X,Y,X,Y,X,Y
877.481,12695.82,877.481,8092.461,877.481,5624.985,877.481,4905.292,877.481,4840.026
878.427,12851.227,878.427,7758.824,878.427,5630.413,878.427,4847.47,878.427,4847.193
879.372,12573.197,879.372,8129.771,879.372,5618.252,879.372,4906.626,879.372,4835.765
880.318,12695.958,880.318,7991.02,880.318,5637.349,880.318,4920.55,880.318,4827.808
881.263,12695.402,881.263,7940.236,881.263,5654.199,881.263,4905.841,881.263,4829.669
882.209,12743.89,882.209,8024.22,882.209,5609.042,882.209,4836.95,882.209,4824.867
883.155,12734.011,883.155,7960.453,883.155,5626.857,883.155,4890.385,883.155,4846.72
884.1,12637.749,884.1,8031.216,884.1,5617.531,884.1,4876.584,884.1,4852.925
885.046,12533.691,885.046,7959.2,885.046,5774.424,885.046,4855.529,885.046,4855.842
885.991,12630.159,885.991,7880.821,885.991,5798.741,885.991,4661.38,885.991,4821.475
886.937,12564.293,886.937,7716.661,886.937,5779.063,886.937,4868.437,886.937,4812.674
887.882,12661.297,887.882,7806.279,887.882,5794.087,887.882,4844.126,887.882,4851.63
888.828,12589.698,888.828,7784.537,888.828,5766.609,888.828,4913.517,888.828,4841.72
889.773,12581.544,889.773,7805.326,889.773,5760.711,889.773,4935.831,889.773,4818.43
890.719,12601.954,890.719,7683.424,890.719,5750.036,890.719,4868.399,890.719,4862.349
891.665,12540.727,891.665,7866.547,891.665,5752.015,891.665,4859.556,891.665,4834.726
892.61,12533.541,892.61,7817.209,892.61,5753.039,892.61,4847.945,892.61,4845.261
893.556,12689.483,893.556,7577.208,893.556,5745.807,893.556,4796.949,893.556,4826.127
894.501,12538.419,894.501,7621.942,894.501,5742.148,894.501,4875.992,894.501,4861.476
895.447,12627.735,895.447,7626.427,895.447,5724.19,895.447,4911.167,895.447,4835.083
896.392,12471.426,896.392,7527.732,896.392,5733.16,896.392,4824.496,896.392,4837.242
897.338,12646.412,897.338,7634.442,897.338,5721.968,897.338,4897.242,897.338,4823.175
898.284,12632.524,898.284,7699.37,898.284,5717.095,898.284,4895.056,898.284,4843.398
899.229,12681.107,899.229,7684.587,899.229,5713.499,899.229,4851.665,899.229,4829.51
900.175,12464.34,900.175,7535.627,900.175,5717.877,900.175,4813.443,900.175,4849.225
901.12,12494.073,901.12,7364.344,901.12,5721.53,901.12,4876.604,901.12,4829.521
902.066,12476.532,902.066,7469.223,902.066,5681.972,902.066,4839.785,902.066,4833.414
903.011,12689.301,903.011,7683.941,903.011,5683.152,903.011,4863.656,903.011,4815.993
903.957,12396.992,903.957,7537.698,903.957,5682.76,903.957,4812.825,903.957,4824.128
904.902,12523.851,904.902,7594.702,904.902,5661.222,904.902,4707.907,904.902,4866.309
905.848,12745.153,905.848,7446.77,905.848,5653.746,905.848,4879.3,905.848,4863.522
906.794,12437.764,906.794,7485.8,906.794,5648.587,906.794,4853.61,906.794,4833.883
907.739,12523.847,907.739,7355.048,907.739,5648.051,907.739,4825.039,907.739,4813.672
908.685,12610.349,908.685,7647.626,908.685,5634.917,908.685,4807.884,908.685,4853.61
909.63,12404.965,909.63,7365.919,909.63,5629.951,909.63,4842.934,909.63,4834.875
910.576,12638.131,910.576,7325.229,910.576,5640.031,910.576,4770.749,910.576,4829.457
911.521,12626.297,911.521,7402.822,911.521,5629.626,911.521,4773.621,911.521,4868.744
912.467,12580.701,912.467,7490.457,912.467,5660.654,912.467,4845.921,912.467,4822.42
913.412,12480.851,913.412,7542.527,913.412,5625.615,913.412,4821.055,913.412,4848.203
914.358,12520.302,914.358,7352.681,914.358,5578.708,914.358,4862.406,914.358,4852.879
915.304,12447.266,915.304,7552.455,915.304,5624.82,915.304,4802.999,915.304,4839.187
916.249,12559.229,916.249,7392.521,916.249,5606.554,916.249,4744.36,916.249,4852.724
917.195,12432.614,917.195,7384.535,917.195,5604.367,917.195,4842.255,917.195,4838.852
918.14,12477.936,918.14,7373.971,918.14,5588.808,918.14,4867.1,918.14,4858.633
919.086,12501.067,919.086,7395.477,919.086,5614.368,919.086,4843.603,919.086,4845.594
920.031,12488.591,920.031,7511.014,920.031,5579.349,920.031,4856.064,920.031,4865.681
920.977,12484.646,920.977,7489.848,920.977,5611.59,920.977,4817.839,920.977,4858.402
921.923,12357.634,921.923,7459.066,921.923,5573.314,921.923,4821.004,921.923,4844.375
922.868,12506.115,922.868,7342.317,922.868,5595.7,922.868,4769.636,922.868,4810.347
923.814,12552.881,923.814,7356.636,923.814,5605.21,923.814,4809.465,923.814,4879.254
924.759,12498.906,924.759,7483.395,924.759,5588.417,924.759,4810.571,924.759,4857.053
925.705,12606.844,925.705,7296.844,925.705,5583.072,925.705,4829.159,925.705,4843.233
926.65,12404.961,926.65,7214.958,926.65,5568.775,926.65,4872.678,926.65,4846.344
927.596,12320.267,927.596,7231.914,927.596,5588.314,927.596,4821.934,927.596,4824.474
928.542,12303.88,928.542,7420.277,928.542,5574.726,928.542,4768.855,928.542,4837.778
929.487,12389.109,929.487,7395.553,929.487,5563.333,929.487,4832.941,929.487,4832.215
930.433,12486.7,930.433,7279.04,930.433,5574.792,930.433,4838.689,930.433,4849.407
931.378,12437.85,931.378,7310.851,931.378,5565.358,931.378,4756.271,931.378,4870.698
932.324,12168.941,932.324,7334.946,932.324,5582.01,932.324,4840.408,932.324,4849.561
933.269,12322.327,933.269,7226.469,933.269,5553.389,933.269,4821.714,933.269,4855.961
934.215,12338.553,934.215,7184.046,934.215,5553.918,934.215,4830.681,934.215,4837.167
935.16,12261.686,935.16,7302.545,935.16,5548.869,935.16,4841.488,935.16,4834.444
936.106,12232.195,936.106,7338.727,936.106,5560.549,936.106,4808.011,936.106,4862.144
937.052,12371.121,937.052,7213.205,937.052,5570.297,937.052,4805.539,937.052,4842.77
937.997,12145.854,937.997,7160.591,937.997,5538.099,937.997,4836.643,937.997,4838.125
938.943,12240.205,938.943,7215.628,938.943,5517.518,938.943,4745.6,938.943,4855.723
939.888,12358.491,939.888,7208.371,939.888,5553.299,939.888,4859.447,939.888,4823.562
940.834,12316.459,940.834,7159.974,940.834,5545.943,940.834,4821.205,940.834,4859.474
941.779,12211.033,941.779,7343.989,941.779,5533.832,941.779,4749.163,941.779,4874.036
942.725,12372.344,942.725,7196.652,942.725,5545.624,942.725,4836.347,942.725,4894.661
943.67,12063.363,943.67,7088.063,943.67,5546.163,943.67,4793.44,943.67,4852.279
944.616,12343.746,944.616,7186.451,944.616,5543.307,944.616,4742.321,944.616,4825.812
